Textbox151,Textbox8,InventLocationId1,InventLocationName,Textbox153,Textbox45,Textbox46,Textbox47,Textbox63,Textbox48,Textbox90,Textbox104,Textbox131,CustAccount,CustName,LogisticsAddressStreet,LogisticsAddressZipCodeId,LogisticsAddressCity,LogisticsAddressCountryRegionId,SalesId,CustomerRef,CarrierName,Textbox41,Textbox70,Textbox42,Textbox43,Textbox64,Textbox118,Textbox44,Textbox123,Textbox92,Textbox128,Textbox114,Textbox133,SalesOriginId,ItemId,ItemName1,DlvDate1,SalesQty,RemainSalesPhysical,InventQtyPicked,InventQtyPickRemain,toProcessQty,InventQtyOnHand,PickingListId,ToProcess
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1072,GATE AUOTMATION SYSTEMS,3 KEITH CAMPBELL COURT,3179,SCORESBY,AUS,SO043846,20178048,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ON4E,"Trasm. Era One, 4 canali",2024-05-01,6,6,0,6,0,0,83126_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1081,Higate Fencing,"IF NOT HOME LEAVE AT THE DOOR

16 Freesia Crescent
BOMADERRY NSW 2541
AUS",2541,BOMADERRY,AUS,SO044092,3498,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,TO4024OZKIT2,KIT 2 MOTOR TO4024 + MC824H + OXIBD + 2 INTI2,2024-04-02,1,1,0,1,0,0,83435_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1081,Higate Fencing,"IF NOT HOME LEAVE AT THE DOOR

16 Freesia Crescent
BOMADERRY NSW 2541
AUS",2541,BOMADERRY,AUS,SO044092,3498,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,FLO4R-S,4 channels roll.code transmit.,2024-04-02,3,3,0,3,3,56,83436_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1081,Higate Fencing,"IF NOT HOME LEAVE AT THE DOOR

16 Freesia Crescent
BOMADERRY NSW 2541
AUS",2541,BOMADERRY,AUS,SO044092,3498,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EDSWGR01,Radio digital selector possibility to control 3 channels,2024-04-02,2,2,0,2,2,128,83437_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1081,Higate Fencing,"IF NOT HOME LEAVE AT THE DOOR

16 Freesia Crescent
BOMADERRY NSW 2541
AUS",2541,BOMADERRY,AUS,SO044092,3498,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,INTI2,2 channels roll.code transmit. Black,2024-04-02,4,4,0,4,4,171,83438_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1092,J B Automation Supplies,19 Pavers Circle,6090,Malaga,AUS,SO043404,JOHN PH CALL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,TO4024,24vdc irreversible actuator with encoder and mechanical stop,2024-04-01,4,2,0,2,0,0,83087_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1092,J B Automation Supplies,19 Pavers Circle,6090,Malaga,AUS,SO044067,JOHN PHONE CALL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OVIEW/AR01,Programming unit for device BUS T4 connection,2024-03-27,2,2,0,2,0,0,83371_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1094,Juralco Aluminium Building Products Ltd,48 Bruce McLaren Road,612,Henderson,NZL,SO042931,269365,Sea Freight,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,3.01206E+11,Exterior bidirectional interface for tubular motor,2024-04-01,100,100,0,100,0,0,83081_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1094,Juralco Aluminium Building Products Ltd,48 Bruce McLaren Road,612,Henderson,NZL,SO042931,269365,Sea Freight,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,P18,Trasm. Era P 18,2024-04-01,10,10,0,10,10,0,83082_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1094,Juralco Aluminium Building Products Ltd,48 Bruce McLaren Road,612,Henderson,NZL,SO043131,269466,DHL,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERL10000000,Era L 100Nm 12rpm 230/50 2.5m Pack1,2024-04-01,5,2,0,2,0,0,83084_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1098,Access Control Equipment,65 Woodview Avenue,2250,LISAROW,AUS,SO044071,Ordered through Tech Support - PJ,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PRHK04,HYKE Satellite Spare Parts Group,2024-03-28,1,1,0,1,0,0,83390_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1115,Magnetic Autocontrol P/L,38 Metrolink CCt,3061,Campbellfield,AUS,SO043907,8619,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ME3000R01,M-Fab 230V motor for swing gates,2024-04-12,2,2,0,2,0,0,83133_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1115,Magnetic Autocontrol P/L,38 Metrolink CCt,3061,Campbellfield,AUS,SO043907,8619,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,MC800,Control unit for 2 motors 120V / 230V BusT4 / BlueBus,2024-04-12,1,1,0,1,0,0,83134_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1118,Mark Kendall Electrical,SHOP 2 / 1 SOUTH BAY DRIVE,4227,VARSITY LAKES,AUS,SO043289,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PROVIEW,Multifunction interface,2024-04-01,1,1,0,1,0,0,83086_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1142,Rollashield,23 Fitzpatrick Street,2212,Revesby,AUS,SO043826,Tyler,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,3.01206E+11,Exterior bidirectional interface for tubular motor,2024-04-01,10,10,0,10,0,0,83123_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,WM001G,NWay module 1 group,2024-04-04,20,20,0,20,20,63,83463_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,WSW,NWay squared wall plate White,2024-04-04,20,20,0,20,20,97,83464_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,525.10013/AX,square pin 10mm axis,2024-04-04,11,11,0,11,11,0,83465_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,515.26200R01,Adapter. Round 63x1 (Welser) - 62x0.6 (Deprat) wheel + crown,2024-04-04,20,20,0,20,20,93,83467_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERM30000003T/M600,Era Mat MT 30Nm 17rpm 230/50 2.5m Pack1 + MOL6 600mm,2024-04-04,20,20,0,20,20,25,83468_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1165,Tambortech Doors Pty Ltd,235 Orchard Rd,4077,Richlands,AUS,SO044110,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,525.10013R01/AX,square pin 10mm axis,2024-04-04,9,9,0,9,9,121,83466_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERL10000000,Era L 100Nm 12rpm 230/50 2.5m Pack1,2024-03-27,2,2,0,2,0,0,83369_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,526.10003,Support Era L aluminium with 4 M6 hole /4 seats hexagon,2024-03-27,7,3,0,3,0,0,83370_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1259,**TONSON TO ARRANGE COLLECTION**,"ADVISE WEIGHTS AND DIMENSIONS
FOR CUSTOMER TO ARRANGE FREIGHT

",2170,Prestons,AUS,SO043980,37179,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,TO4024OZKIT2,KIT 2 MOTOR TO4024 + MC824H + OXIBD + 2 INTI2,2024-04-01,1,1,0,1,0,0,83216_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1262,L&H - Mount Gambier,201 Commercial Street West,5290,MOUNT GAMBIER,AUS,SO043479,4583797,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,F210,Photocell adjustable 210°,2024-04-01,1,1,0,1,1,35,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1310,Automatic Solutions QLD (Secure Entry),B5/ 10-14 Compton Rd,4119,Underwood,AUS,SO044107,Job 4012609,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EG227A00,Electrical Group For GDS 4LVDE / 6LVSE Controls,2024-04-05,2,2,0,2,2,0,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1335,Alpha Gate Automation,"NO FORKLIFT ON SITE - Unit 18, 10 Enterprise St",4214,MOLENDINAR,AUS,SO043760,Email Order,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OVIEW/AR01,Programming unit for device BUS T4 connection,2024-04-01,1,1,0,1,0,0,83115_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1349,JOHN TO COLLECT,,,,AUS,SO044063,JOHN PHONE CALL,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPPOA3R10,Spare Control Board for Hopp HO7124,2024-03-27,2,2,0,2,0,0,83372_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1400,Leda Security Products Derrimut,67 Calarco Drive,3030,DERRIMUT,AUS,SO044007,49788,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ME3024HS,High speed Underground operator for Swing Gates,2024-04-01,1,1,0,1,0,0,83256_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1400,Leda Security Products Derrimut,67 Calarco Drive,3030,DERRIMUT,AUS,SO044007,49788,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,MEA2,Key unlock system for meco,2024-04-01,1,1,0,1,1,6,83257_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1400,Leda Security Products Derrimut,67 Calarco Drive,3030,DERRIMUT,AUS,SO044007,49788,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PRME04R01,Spare Parts Fixing Group Metro R01,2024-04-01,1,1,0,1,0,0,83258_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1476,Blinds By Peter Meyer,25 Richmond Road,2140,Homebush,AUS,SO043505,71539,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,282451191,"VarioTel-915 2, SG, White",2024-04-01,10,10,0,10,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1535,Hoppers Gates,Factory 1 No 6 Strezlecki GRV (NTH),3028,LAVERTON,AUS,SO043534,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OVIEW/AR01,Programming unit for device BUS T4 connection,2024-04-01,1,1,0,1,0,0,82284_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1602,Access Technologies (WA) Pty Ltd,7 FORTITUDE BOULEVARD,6077,GNANGARA,AUS,SO043099,PO10745,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,XBA19R01,White paint-finished aluminium bar 45x58x4250 mm for SBAR,2024-04-01,3,3,0,3,0,0,83083_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1602,Access Technologies (WA) Pty Ltd,7 FORTITUDE BOULEVARD,6077,GNANGARA,AUS,SO043930,10827,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SBARR10,24v Electromechanical barrier system to 4m,2024-04-01,2,1,0,1,0,0,83157_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1602,Access Technologies (WA) Pty Ltd,7 FORTITUDE BOULEVARD,6077,GNANGARA,AUS,SO043930,10827,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,XBA19R01,White paint-finished aluminium bar 45x58x4250 mm for SBAR,2024-04-01,3,3,0,3,0,0,83158_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1681,ACS Door Services new address,1/3 Brooke Court,3337,Melton,AUS,SO044043,15738,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OP 6-AGB,Operator Only GDS 6 Swing-AGB,2024-04-19,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1681,ACS Door Services new address,1/3 Brooke Court,3337,Melton,AUS,SO044043,15738,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OP 8-AGB,Operator only - GDS 8,2024-04-19,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1681,ACS Door Services new address,1/3 Brooke Court,3337,Melton,AUS,SO044112,15794,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EG215A00,230V Dual Swing Controls 400Wx400Hx200D,2024-04-26,1,1,0,1,1,1,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1681,ACS Door Services new address,1/3 Brooke Court,3337,Melton,AUS,SO044112,15794,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OP 8-AGB,Operator only - GDS 8,2024-04-26,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1681,ACS Door Services new address,1/3 Brooke Court,3337,Melton,AUS,SO044112,15794,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-26,1,1,0,1,1,121,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1699,All Door Solutions Pty Ltd,7 Monte-Khoury Drive,4129,Loganholme,AUS,SO044102,PO70028,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,CA0177A00,Motor-control unit 5m connection cable medium/big,2024-04-29,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1699,All Door Solutions Pty Ltd,7 Monte-Khoury Drive,4129,Loganholme,AUS,SO044102,PO70028,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,NDCC1000,D-PRO Automatic 3-400 2.2kW 3DT IP65 CEE,2024-04-29,1,1,0,1,1,0,,Yes
